,date,condominium for sale,State,DMA,Full
933,2013-10-01,0,OR,Portland ,Portland OR
934,2013-11-01,0,OR,Portland ,Portland OR
935,2013-12-01,1,OR,Portland ,Portland OR
936,2014-01-01,0,OR,Portland ,Portland OR
937,2014-02-01,0,OR,Portland ,Portland OR
938,2014-03-01,0,OR,Portland ,Portland OR
939,2014-04-01,0,OR,Portland ,Portland OR
940,2014-05-01,0,OR,Portland ,Portland OR
941,2014-06-01,0,OR,Portland ,Portland OR
942,2014-07-01,0,OR,Portland ,Portland OR
943,2014-08-01,0,OR,Portland ,Portland OR
944,2014-09-01,0,OR,Portland ,Portland OR
945,2014-10-01,0,OR,Portland ,Portland OR
946,2014-11-01,3,OR,Portland ,Portland OR
947,2014-12-01,0,OR,Portland ,Portland OR
948,2015-01-01,0,OR,Portland ,Portland OR
949,2015-02-01,0,OR,Portland ,Portland OR
950,2015-03-01,0,OR,Portland ,Portland OR
951,2015-04-01,0,OR,Portland ,Portland OR
952,2015-05-01,4,OR,Portland ,Portland OR
953,2015-06-01,0,OR,Portland ,Portland OR
954,2015-07-01,0,OR,Portland ,Portland OR
955,2015-08-01,4,OR,Portland ,Portland OR
956,2015-09-01,0,OR,Portland ,Portland OR
957,2015-10-01,2,OR,Portland ,Portland OR
958,2015-11-01,0,OR,Portland ,Portland OR
959,2015-12-01,0,OR,Portland ,Portland OR
960,2016-01-01,0,OR,Portland ,Portland OR
961,2016-02-01,0,OR,Portland ,Portland OR
962,2016-03-01,3,OR,Portland ,Portland OR
963,2016-04-01,0,OR,Portland ,Portland OR
964,2016-05-01,5,OR,Portland ,Portland OR
965,2016-06-01,0,OR,Portland ,Portland OR
966,2016-07-01,2,OR,Portland ,Portland OR
967,2016-08-01,2,OR,Portland ,Portland OR
968,2016-09-01,0,OR,Portland ,Portland OR
969,2016-10-01,0,OR,Portland ,Portland OR
970,2016-11-01,0,OR,Portland ,Portland OR
971,2016-12-01,0,OR,Portland ,Portland OR
972,2017-01-01,0,OR,Portland ,Portland OR
973,2017-02-01,3,OR,Portland ,Portland OR
974,2017-03-01,0,OR,Portland ,Portland OR
975,2017-04-01,0,OR,Portland ,Portland OR
976,2017-05-01,2,OR,Portland ,Portland OR
977,2017-06-01,2,OR,Portland ,Portland OR
978,2017-07-01,0,OR,Portland ,Portland OR
979,2017-08-01,0,OR,Portland ,Portland OR
980,2017-09-01,1,OR,Portland ,Portland OR
981,2017-10-01,0,OR,Portland ,Portland OR
982,2017-11-01,0,OR,Portland ,Portland OR
983,2017-12-01,0,OR,Portland ,Portland OR
984,2018-01-01,0,OR,Portland ,Portland OR
985,2018-02-01,0,OR,Portland ,Portland OR
986,2018-03-01,2,OR,Portland ,Portland OR
987,2018-04-01,2,OR,Portland ,Portland OR
988,2018-05-01,0,OR,Portland ,Portland OR
989,2018-06-01,0,OR,Portland ,Portland OR
990,2018-07-01,0,OR,Portland ,Portland OR
991,2018-08-01,4,OR,Portland ,Portland OR
992,2018-09-01,0,OR,Portland ,Portland OR
993,2018-10-01,0,OR,Portland ,Portland OR
994,2018-11-01,0,OR,Portland ,Portland OR
995,2018-12-01,0,OR,Portland ,Portland OR
996,2019-01-01,0,OR,Portland ,Portland OR
997,2019-02-01,4,OR,Portland ,Portland OR
998,2019-03-01,4,OR,Portland ,Portland OR
999,2019-04-01,0,OR,Portland ,Portland OR
1000,2019-05-01,0,OR,Portland ,Portland OR
1001,2019-06-01,1,OR,Portland ,Portland OR
1002,2019-07-01,0,OR,Portland ,Portland OR
1003,2019-08-01,0,OR,Portland ,Portland OR
1004,2019-09-01,2,OR,Portland ,Portland OR
1005,2019-10-01,0,OR,Portland ,Portland OR
1006,2019-11-01,0,OR,Portland ,Portland OR
1007,2019-12-01,0,OR,Portland ,Portland OR
1008,2020-01-01,0,OR,Portland ,Portland OR
1009,2020-02-01,0,OR,Portland ,Portland OR
1010,2020-03-01,0,OR,Portland ,Portland OR
1011,2020-04-01,0,OR,Portland ,Portland OR
1012,2020-05-01,0,OR,Portland ,Portland OR
1013,2020-06-01,0,OR,Portland ,Portland OR
1014,2020-07-01,0,OR,Portland ,Portland OR
1015,2020-08-01,0,OR,Portland ,Portland OR
1016,2020-09-01,2,OR,Portland ,Portland OR
1017,2020-10-01,2,OR,Portland ,Portland OR
1018,2020-11-01,1,OR,Portland ,Portland OR
1019,2020-12-01,0,OR,Portland ,Portland OR
1020,2004-01-01,0,GA,Atlanta ,Atlanta GA
1021,2004-02-01,0,GA,Atlanta ,Atlanta GA
1022,2004-03-01,0,GA,Atlanta ,Atlanta GA
1023,2004-04-01,0,GA,Atlanta ,Atlanta GA
1024,2004-05-01,0,GA,Atlanta ,Atlanta GA
1025,2004-06-01,0,GA,Atlanta ,Atlanta GA
1026,2004-07-01,0,GA,Atlanta ,Atlanta GA
1027,2004-08-01,0,GA,Atlanta ,Atlanta GA
1028,2004-09-01,0,GA,Atlanta ,Atlanta GA
1029,2004-10-01,0,GA,Atlanta ,Atlanta GA
1030,2004-11-01,41,GA,Atlanta ,Atlanta GA
1031,2004-12-01,0,GA,Atlanta ,Atlanta GA
1032,2005-01-01,0,GA,Atlanta ,Atlanta GA
1033,2005-02-01,29,GA,Atlanta ,Atlanta GA
1034,2005-03-01,0,GA,Atlanta ,Atlanta GA
1035,2005-04-01,100,GA,Atlanta ,Atlanta GA
1036,2005-05-01,0,GA,Atlanta ,Atlanta GA
1037,2005-06-01,0,GA,Atlanta ,Atlanta GA
1038,2005-07-01,0,GA,Atlanta ,Atlanta GA
1039,2005-08-01,25,GA,Atlanta ,Atlanta GA
1040,2005-09-01,0,GA,Atlanta ,Atlanta GA
1041,2005-10-01,57,GA,Atlanta ,Atlanta GA
1042,2005-11-01,0,GA,Atlanta ,Atlanta GA
1043,2005-12-01,0,GA,Atlanta ,Atlanta GA
1044,2006-01-01,0,GA,Atlanta ,Atlanta GA
1045,2006-02-01,0,GA,Atlanta ,Atlanta GA
1046,2006-03-01,0,GA,Atlanta ,Atlanta GA
1047,2006-04-01,0,GA,Atlanta ,Atlanta GA
1048,2006-05-01,0,GA,Atlanta ,Atlanta GA
1049,2006-06-01,0,GA,Atlanta ,Atlanta GA
1050,2006-07-01,0,GA,Atlanta ,Atlanta GA
1051,2006-08-01,0,GA,Atlanta ,Atlanta GA
1052,2006-09-01,0,GA,Atlanta ,Atlanta GA
1053,2006-10-01,0,GA,Atlanta ,Atlanta GA
1054,2006-11-01,0,GA,Atlanta ,Atlanta GA
1055,2006-12-01,0,GA,Atlanta ,Atlanta GA
1056,2007-01-01,0,GA,Atlanta ,Atlanta GA
1057,2007-02-01,23,GA,Atlanta ,Atlanta GA
1058,2007-03-01,0,GA,Atlanta ,Atlanta GA
1059,2007-04-01,0,GA,Atlanta ,Atlanta GA
1060,2007-05-01,12,GA,Atlanta ,Atlanta GA
1061,2007-06-01,27,GA,Atlanta ,Atlanta GA
1062,2007-07-01,0,GA,Atlanta ,Atlanta GA
1063,2007-08-01,0,GA,Atlanta ,Atlanta GA
1064,2007-09-01,0,GA,Atlanta ,Atlanta GA
1065,2007-10-01,0,GA,Atlanta ,Atlanta GA
1066,2007-11-01,0,GA,Atlanta ,Atlanta GA
1067,2007-12-01,0,GA,Atlanta ,Atlanta GA
1068,2008-01-01,0,GA,Atlanta ,Atlanta GA
1069,2008-02-01,0,GA,Atlanta ,Atlanta GA
1070,2008-03-01,0,GA,Atlanta ,Atlanta GA
1071,2008-04-01,0,GA,Atlanta ,Atlanta GA
1072,2008-05-01,0,GA,Atlanta ,Atlanta GA
1073,2008-06-01,0,GA,Atlanta ,Atlanta GA
1074,2008-07-01,0,GA,Atlanta ,Atlanta GA
1075,2008-08-01,0,GA,Atlanta ,Atlanta GA
1076,2008-09-01,0,GA,Atlanta ,Atlanta GA
1077,2008-10-01,0,GA,Atlanta ,Atlanta GA
1078,2008-11-01,24,GA,Atlanta ,Atlanta GA
1079,2008-12-01,0,GA,Atlanta ,Atlanta GA
1080,2009-01-01,23,GA,Atlanta ,Atlanta GA
1081,2009-02-01,0,GA,Atlanta ,Atlanta GA
1082,2009-03-01,7,GA,Atlanta ,Atlanta GA
1083,2009-04-01,0,GA,Atlanta ,Atlanta GA
1084,2009-05-01,0,GA,Atlanta ,Atlanta GA
1085,2009-06-01,10,GA,Atlanta ,Atlanta GA
1086,2009-07-01,0,GA,Atlanta ,Atlanta GA
1087,2009-08-01,0,GA,Atlanta ,Atlanta GA
1088,2009-09-01,0,GA,Atlanta ,Atlanta GA
1089,2009-10-01,0,GA,Atlanta ,Atlanta GA
1090,2009-11-01,0,GA,Atlanta ,Atlanta GA
1091,2009-12-01,0,GA,Atlanta ,Atlanta GA
1092,2010-01-01,17,GA,Atlanta ,Atlanta GA
1093,2010-02-01,0,GA,Atlanta ,Atlanta GA
1094,2010-03-01,11,GA,Atlanta ,Atlanta GA
1095,2010-04-01,0,GA,Atlanta ,Atlanta GA
1096,2010-05-01,6,GA,Atlanta ,Atlanta GA
1097,2010-06-01,0,GA,Atlanta ,Atlanta GA
1098,2010-07-01,0,GA,Atlanta ,Atlanta GA
1099,2010-08-01,0,GA,Atlanta ,Atlanta GA
1100,2010-09-01,0,GA,Atlanta ,Atlanta GA
1101,2010-10-01,0,GA,Atlanta ,Atlanta GA
1102,2010-11-01,0,GA,Atlanta ,Atlanta GA
1103,2010-12-01,0,GA,Atlanta ,Atlanta GA
1104,2011-01-01,6,GA,Atlanta ,Atlanta GA
1105,2011-02-01,0,GA,Atlanta ,Atlanta GA
1106,2011-03-01,3,GA,Atlanta ,Atlanta GA
1107,2011-04-01,0,GA,Atlanta ,Atlanta GA
1108,2011-05-01,0,GA,Atlanta ,Atlanta GA
1109,2011-06-01,6,GA,Atlanta ,Atlanta GA
1110,2011-07-01,4,GA,Atlanta ,Atlanta GA
1111,2011-08-01,0,GA,Atlanta ,Atlanta GA
1112,2011-09-01,0,GA,Atlanta ,Atlanta GA
1113,2011-10-01,0,GA,Atlanta ,Atlanta GA
1114,2011-11-01,6,GA,Atlanta ,Atlanta GA
1115,2011-12-01,0,GA,Atlanta ,Atlanta GA
1116,2012-01-01,0,GA,Atlanta ,Atlanta GA
1117,2012-02-01,3,GA,Atlanta ,Atlanta GA
1118,2012-03-01,0,GA,Atlanta ,Atlanta GA
1119,2012-04-01,0,GA,Atlanta ,Atlanta GA
1120,2012-05-01,0,GA,Atlanta ,Atlanta GA
1121,2012-06-01,2,GA,Atlanta ,Atlanta GA
1122,2012-07-01,2,GA,Atlanta ,Atlanta GA
1123,2012-08-01,0,GA,Atlanta ,Atlanta GA
1124,2012-09-01,0,GA,Atlanta ,Atlanta GA
1125,2012-10-01,0,GA,Atlanta ,Atlanta GA
1126,2012-11-01,0,GA,Atlanta ,Atlanta GA
1127,2012-12-01,2,GA,Atlanta ,Atlanta GA
1128,2013-01-01,0,GA,Atlanta ,Atlanta GA
1129,2013-02-01,6,GA,Atlanta ,Atlanta GA
1130,2013-03-01,2,GA,Atlanta ,Atlanta GA
1131,2013-04-01,0,GA,Atlanta ,Atlanta GA
1132,2013-05-01,2,GA,Atlanta ,Atlanta GA
1133,2013-06-01,2,GA,Atlanta ,Atlanta GA
1134,2013-07-01,7,GA,Atlanta ,Atlanta GA
1135,2013-08-01,0,GA,Atlanta ,Atlanta GA
1136,2013-09-01,3,GA,Atlanta ,Atlanta GA
1137,2013-10-01,8,GA,Atlanta ,Atlanta GA
1138,2013-11-01,0,GA,Atlanta ,Atlanta GA
1139,2013-12-01,0,GA,Atlanta ,Atlanta GA
1140,2014-01-01,4,GA,Atlanta ,Atlanta GA
1141,2014-02-01,5,GA,Atlanta ,Atlanta GA
1142,2014-03-01,0,GA,Atlanta ,Atlanta GA
1143,2014-04-01,6,GA,Atlanta ,Atlanta GA
1144,2014-05-01,0,GA,Atlanta ,Atlanta GA
1145,2014-06-01,0,GA,Atlanta ,Atlanta GA
1146,2014-07-01,0,GA,Atlanta ,Atlanta GA
1147,2014-08-01,4,GA,Atlanta ,Atlanta GA
1148,2014-09-01,0,GA,Atlanta ,Atlanta GA
1149,2014-10-01,0,GA,Atlanta ,Atlanta GA
1150,2014-11-01,4,GA,Atlanta ,Atlanta GA
1151,2014-12-01,3,GA,Atlanta ,Atlanta GA
1152,2015-01-01,0,GA,Atlanta ,Atlanta GA
1153,2015-02-01,0,GA,Atlanta ,Atlanta GA
1154,2015-03-01,0,GA,Atlanta ,Atlanta GA
1155,2015-04-01,0,GA,Atlanta ,Atlanta GA
1156,2015-05-01,0,GA,Atlanta ,Atlanta GA
1157,2015-06-01,5,GA,Atlanta ,Atlanta GA
1158,2015-07-01,0,GA,Atlanta ,Atlanta GA
1159,2015-08-01,3,GA,Atlanta ,Atlanta GA
1160,2015-09-01,6,GA,Atlanta ,Atlanta GA
1161,2015-10-01,3,GA,Atlanta ,Atlanta GA
1162,2015-11-01,0,GA,Atlanta ,Atlanta GA
1163,2015-12-01,0,GA,Atlanta ,Atlanta GA
1164,2016-01-01,0,GA,Atlanta ,Atlanta GA
1165,2016-02-01,0,GA,Atlanta ,Atlanta GA
1166,2016-03-01,4,GA,Atlanta ,Atlanta GA
1167,2016-04-01,2,GA,Atlanta ,Atlanta GA
1168,2016-05-01,0,GA,Atlanta ,Atlanta GA
1169,2016-06-01,0,GA,Atlanta ,Atlanta GA
1170,2016-07-01,3,GA,Atlanta ,Atlanta GA
1171,2016-08-01,4,GA,Atlanta ,Atlanta GA
1172,2016-09-01,0,GA,Atlanta ,Atlanta GA
1173,2016-10-01,0,GA,Atlanta ,Atlanta GA
1174,2016-11-01,0,GA,Atlanta ,Atlanta GA
1175,2016-12-01,4,GA,Atlanta ,Atlanta GA
1176,2017-01-01,7,GA,Atlanta ,Atlanta GA
1177,2017-02-01,10,GA,Atlanta ,Atlanta GA
1178,2017-03-01,6,GA,Atlanta ,Atlanta GA
1179,2017-04-01,0,GA,Atlanta ,Atlanta GA
1180,2017-05-01,0,GA,Atlanta ,Atlanta GA
1181,2017-06-01,4,GA,Atlanta ,Atlanta GA
1182,2017-07-01,3,GA,Atlanta ,Atlanta GA
1183,2017-08-01,0,GA,Atlanta ,Atlanta GA
1184,2017-09-01,3,GA,Atlanta ,Atlanta GA
1185,2017-10-01,3,GA,Atlanta ,Atlanta GA
1186,2017-11-01,3,GA,Atlanta ,Atlanta GA
1187,2017-12-01,0,GA,Atlanta ,Atlanta GA
1188,2018-01-01,5,GA,Atlanta ,Atlanta GA
1189,2018-02-01,0,GA,Atlanta ,Atlanta GA
1190,2018-03-01,7,GA,Atlanta ,Atlanta GA
1191,2018-04-01,0,GA,Atlanta ,Atlanta GA
1192,2018-05-01,3,GA,Atlanta ,Atlanta GA
1193,2018-06-01,6,GA,Atlanta ,Atlanta GA
1194,2018-07-01,2,GA,Atlanta ,Atlanta GA
1195,2018-08-01,3,GA,Atlanta ,Atlanta GA
1196,2018-09-01,0,GA,Atlanta ,Atlanta GA
1197,2018-10-01,7,GA,Atlanta ,Atlanta GA
1198,2018-11-01,4,GA,Atlanta ,Atlanta GA
1199,2018-12-01,4,GA,Atlanta ,Atlanta GA
1200,2019-01-01,10,GA,Atlanta ,Atlanta GA
1201,2019-02-01,0,GA,Atlanta ,Atlanta GA
1202,2019-03-01,8,GA,Atlanta ,Atlanta GA
1203,2019-04-01,2,GA,Atlanta ,Atlanta GA
1204,2019-05-01,0,GA,Atlanta ,Atlanta GA
1205,2019-06-01,0,GA,Atlanta ,Atlanta GA
1206,2019-07-01,0,GA,Atlanta ,Atlanta GA
1207,2019-08-01,3,GA,Atlanta ,Atlanta GA
1208,2019-09-01,0,GA,Atlanta ,Atlanta GA
1209,2019-10-01,0,GA,Atlanta ,Atlanta GA
1210,2019-11-01,2,GA,Atlanta ,Atlanta GA
1211,2019-12-01,0,GA,Atlanta ,Atlanta GA
1212,2020-01-01,0,GA,Atlanta ,Atlanta GA
1213,2020-02-01,2,GA,Atlanta ,Atlanta GA
1214,2020-03-01,1,GA,Atlanta ,Atlanta GA
1215,2020-04-01,5,GA,Atlanta ,Atlanta GA
1216,2020-05-01,0,GA,Atlanta ,Atlanta GA
1217,2020-06-01,2,GA,Atlanta ,Atlanta GA
1218,2020-07-01,3,GA,Atlanta ,Atlanta GA
1219,2020-08-01,1,GA,Atlanta ,Atlanta GA
1220,2020-09-01,0,GA,Atlanta ,Atlanta GA
1221,2020-10-01,2,GA,Atlanta ,Atlanta GA
1222,2020-11-01,2,GA,Atlanta ,Atlanta GA
1223,2020-12-01,0,GA,Atlanta ,Atlanta GA
1224,2004-01-01,50,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1225,2004-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1226,2004-03-01,89,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1227,2004-04-01,37,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1228,2004-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1229,2004-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1230,2004-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1231,2004-08-01,32,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1232,2004-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1233,2004-10-01,72,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1234,2004-11-01,36,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1235,2004-12-01,92,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1236,2005-01-01,34,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1237,2005-02-01,91,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1238,2005-03-01,53,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1239,2005-04-01,27,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1240,2005-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1241,2005-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1242,2005-07-01,100,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1243,2005-08-01,42,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1244,2005-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1245,2005-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1246,2005-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1247,2005-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1248,2006-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1249,2006-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1250,2006-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1251,2006-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1252,2006-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1253,2006-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1254,2006-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1255,2006-08-01,31,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1256,2006-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1257,2006-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1258,2006-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1259,2006-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1260,2007-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1261,2007-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1262,2007-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1263,2007-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1264,2007-05-01,13,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1265,2007-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1266,2007-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1267,2007-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1268,2007-09-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1269,2007-10-01,11,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1270,2007-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1271,2007-12-01,12,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1272,2008-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1273,2008-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1274,2008-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1275,2008-04-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1276,2008-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1277,2008-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1278,2008-07-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1279,2008-08-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1280,2008-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1281,2008-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1282,2008-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1283,2008-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1284,2009-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1285,2009-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1286,2009-03-01,15,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1287,2009-04-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1288,2009-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1289,2009-06-01,12,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1290,2009-07-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1291,2009-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1292,2009-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1293,2009-10-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1294,2009-11-01,16,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1295,2009-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1296,2010-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1297,2010-02-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1298,2010-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1299,2010-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1300,2010-05-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1301,2010-06-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1302,2010-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1303,2010-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1304,2010-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1305,2010-10-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1306,2010-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1307,2010-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1308,2011-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1309,2011-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1310,2011-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1311,2011-04-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1312,2011-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1313,2011-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1314,2011-07-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1315,2011-08-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1316,2011-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1317,2011-10-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1318,2011-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1319,2011-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1320,2012-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1321,2012-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1322,2012-03-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1323,2012-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1324,2012-05-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1325,2012-06-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1326,2012-07-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1327,2012-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1328,2012-09-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1329,2012-10-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1330,2012-11-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1331,2012-12-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1332,2013-01-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1333,2013-02-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1334,2013-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1335,2013-04-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
1336,2013-05-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
