,date,condominium for sale,State,DMA,Full
2215,2018-08-01,11,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2216,2018-09-01,5,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2217,2018-10-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2218,2018-11-01,13,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2219,2018-12-01,4,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2220,2019-01-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2221,2019-02-01,6,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2222,2019-03-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2223,2019-04-01,7,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2224,2019-05-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2225,2019-06-01,4,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2226,2019-07-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2227,2019-08-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2228,2019-09-01,6,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2229,2019-10-01,4,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2230,2019-11-01,4,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2231,2019-12-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2232,2020-01-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2233,2020-02-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2234,2020-03-01,17,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2235,2020-04-01,6,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2236,2020-05-01,4,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2237,2020-06-01,10,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2238,2020-07-01,8,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2239,2020-08-01,5,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2240,2020-09-01,11,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2241,2020-10-01,7,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2242,2020-11-01,0,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2243,2020-12-01,3,NH,Boston MA-Manchester ,Boston MA-Manchester NH
2244,2004-01-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2245,2004-02-01,86,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2246,2004-03-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2247,2004-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2248,2004-05-01,29,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2249,2004-06-01,43,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2250,2004-07-01,45,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2251,2004-08-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2252,2004-09-01,90,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2253,2004-10-01,100,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2254,2004-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2255,2004-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2256,2005-01-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2257,2005-02-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2258,2005-03-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2259,2005-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2260,2005-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2261,2005-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2262,2005-07-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2263,2005-08-01,42,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2264,2005-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2265,2005-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2266,2005-11-01,37,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2267,2005-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2268,2006-01-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2269,2006-02-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2270,2006-03-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2271,2006-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2272,2006-05-01,15,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2273,2006-06-01,42,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2274,2006-07-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2275,2006-08-01,75,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2276,2006-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2277,2006-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2278,2006-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2279,2006-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2280,2007-01-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2281,2007-02-01,20,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2282,2007-03-01,11,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2283,2007-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2284,2007-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2285,2007-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2286,2007-07-01,11,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2287,2007-08-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2288,2007-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2289,2007-10-01,20,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2290,2007-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2291,2007-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2292,2008-01-01,14,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2293,2008-02-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2294,2008-03-01,11,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2295,2008-04-01,28,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2296,2008-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2297,2008-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2298,2008-07-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2299,2008-08-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2300,2008-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2301,2008-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2302,2008-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2303,2008-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2304,2009-01-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2305,2009-02-01,16,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2306,2009-03-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2307,2009-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2308,2009-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2309,2009-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2310,2009-07-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2311,2009-08-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2312,2009-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2313,2009-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2314,2009-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2315,2009-12-01,25,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2316,2010-01-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2317,2010-02-01,24,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2318,2010-03-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2319,2010-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2320,2010-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2321,2010-06-01,12,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2322,2010-07-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2323,2010-08-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2324,2010-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2325,2010-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2326,2010-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2327,2010-12-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2328,2011-01-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2329,2011-02-01,10,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2330,2011-03-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2331,2011-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2332,2011-05-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2333,2011-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2334,2011-07-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2335,2011-08-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2336,2011-09-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2337,2011-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2338,2011-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2339,2011-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2340,2012-01-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2341,2012-02-01,19,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2342,2012-03-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2343,2012-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2344,2012-05-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2345,2012-06-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2346,2012-07-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2347,2012-08-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2348,2012-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2349,2012-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2350,2012-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2351,2012-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2352,2013-01-01,2,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2353,2013-02-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2354,2013-03-01,10,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2355,2013-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2356,2013-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2357,2013-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2358,2013-07-01,8,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2359,2013-08-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2360,2013-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2361,2013-10-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2362,2013-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2363,2013-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2364,2014-01-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2365,2014-02-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2366,2014-03-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2367,2014-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2368,2014-05-01,12,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2369,2014-06-01,9,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2370,2014-07-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2371,2014-08-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2372,2014-09-01,2,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2373,2014-10-01,11,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2374,2014-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2375,2014-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2376,2015-01-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2377,2015-02-01,2,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2378,2015-03-01,15,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2379,2015-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2380,2015-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2381,2015-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2382,2015-07-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2383,2015-08-01,3,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2384,2015-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2385,2015-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2386,2015-11-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2387,2015-12-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2388,2016-01-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2389,2016-02-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2390,2016-03-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2391,2016-04-01,3,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2392,2016-05-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2393,2016-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2394,2016-07-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2395,2016-08-01,3,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2396,2016-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2397,2016-10-01,8,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2398,2016-11-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2399,2016-12-01,2,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2400,2017-01-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2401,2017-02-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2402,2017-03-01,2,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2403,2017-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2404,2017-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2405,2017-06-01,3,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2406,2017-07-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2407,2017-08-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2408,2017-09-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2409,2017-10-01,9,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2410,2017-11-01,3,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2411,2017-12-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2412,2018-01-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2413,2018-02-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2414,2018-03-01,3,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2415,2018-04-01,2,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2416,2018-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2417,2018-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2418,2018-07-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2419,2018-08-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2420,2018-09-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2421,2018-10-01,2,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2422,2018-11-01,3,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2423,2018-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2424,2019-01-01,10,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2425,2019-02-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2426,2019-03-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2427,2019-04-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2428,2019-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2429,2019-06-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2430,2019-07-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2431,2019-08-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2432,2019-09-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2433,2019-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2434,2019-11-01,3,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2435,2019-12-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2436,2020-01-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2437,2020-02-01,2,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2438,2020-03-01,4,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2439,2020-04-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2440,2020-05-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2441,2020-06-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2442,2020-07-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2443,2020-08-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2444,2020-09-01,6,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2445,2020-10-01,0,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2446,2020-11-01,5,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2447,2020-12-01,9,WA,Seattle-Tacoma ,Seattle-Tacoma WA
2448,2004-01-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2449,2004-02-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2450,2004-03-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2451,2004-04-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2452,2004-05-01,100,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2453,2004-06-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2454,2004-07-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2455,2004-08-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2456,2004-09-01,49,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2457,2004-10-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2458,2004-11-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2459,2004-12-01,87,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2460,2005-01-01,57,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2461,2005-02-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2462,2005-03-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2463,2005-04-01,89,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2464,2005-05-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2465,2005-06-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2466,2005-07-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2467,2005-08-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2468,2005-09-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2469,2005-10-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2470,2005-11-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2471,2005-12-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2472,2006-01-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2473,2006-02-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2474,2006-03-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2475,2006-04-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2476,2006-05-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2477,2006-06-01,29,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2478,2006-07-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2479,2006-08-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2480,2006-09-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2481,2006-10-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2482,2006-11-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2483,2006-12-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2484,2007-01-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2485,2007-02-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2486,2007-03-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2487,2007-04-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2488,2007-05-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2489,2007-06-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2490,2007-07-01,16,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2491,2007-08-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2492,2007-09-01,21,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2493,2007-10-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2494,2007-11-01,50,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2495,2007-12-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2496,2008-01-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2497,2008-02-01,48,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2498,2008-03-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2499,2008-04-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2500,2008-05-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2501,2008-06-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2502,2008-07-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2503,2008-08-01,21,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2504,2008-09-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2505,2008-10-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2506,2008-11-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2507,2008-12-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2508,2009-01-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2509,2009-02-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2510,2009-03-01,11,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2511,2009-04-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2512,2009-05-01,11,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2513,2009-06-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2514,2009-07-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2515,2009-08-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2516,2009-09-01,25,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2517,2009-10-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2518,2009-11-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2519,2009-12-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2520,2010-01-01,15,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2521,2010-02-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2522,2010-03-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2523,2010-04-01,9,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2524,2010-05-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2525,2010-06-01,10,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2526,2010-07-01,15,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2527,2010-08-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2528,2010-09-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2529,2010-10-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2530,2010-11-01,10,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2531,2010-12-01,19,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2532,2011-01-01,11,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2533,2011-02-01,13,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2534,2011-03-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2535,2011-04-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2536,2011-05-01,5,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2537,2011-06-01,5,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2538,2011-07-01,7,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2539,2011-08-01,6,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2540,2011-09-01,8,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2541,2011-10-01,6,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2542,2011-11-01,7,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2543,2011-12-01,7,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
2544,2012-01-01,3,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
