date,apartment,State,DMA,Full
2014-04-01,65,NY,New York ,New York NY
2014-05-01,59,NY,New York ,New York NY
2014-06-01,60,NY,New York ,New York NY
2014-07-01,68,NY,New York ,New York NY
2014-08-01,70,NY,New York ,New York NY
2014-09-01,59,NY,New York ,New York NY
2014-10-01,55,NY,New York ,New York NY
2014-11-01,52,NY,New York ,New York NY
2014-12-01,50,NY,New York ,New York NY
2015-01-01,59,NY,New York ,New York NY
2015-02-01,55,NY,New York ,New York NY
2015-03-01,64,NY,New York ,New York NY
2015-04-01,63,NY,New York ,New York NY
2015-05-01,64,NY,New York ,New York NY
2015-06-01,69,NY,New York ,New York NY
2015-07-01,69,NY,New York ,New York NY
2015-08-01,70,NY,New York ,New York NY
2015-09-01,62,NY,New York ,New York NY
2015-10-01,58,NY,New York ,New York NY
2015-11-01,54,NY,New York ,New York NY
2015-12-01,55,NY,New York ,New York NY
2016-01-01,73,NY,New York ,New York NY
2016-02-01,77,NY,New York ,New York NY
2016-03-01,79,NY,New York ,New York NY
2016-04-01,76,NY,New York ,New York NY
2016-05-01,76,NY,New York ,New York NY
2016-06-01,78,NY,New York ,New York NY
2016-07-01,80,NY,New York ,New York NY
2016-08-01,79,NY,New York ,New York NY
2016-09-01,70,NY,New York ,New York NY
2016-10-01,72,NY,New York ,New York NY
2016-11-01,59,NY,New York ,New York NY
2016-12-01,64,NY,New York ,New York NY
2017-01-01,78,NY,New York ,New York NY
2017-02-01,75,NY,New York ,New York NY
2017-03-01,77,NY,New York ,New York NY
2017-04-01,83,NY,New York ,New York NY
2017-05-01,81,NY,New York ,New York NY
2017-06-01,76,NY,New York ,New York NY
2017-07-01,82,NY,New York ,New York NY
2017-08-01,77,NY,New York ,New York NY
2017-09-01,70,NY,New York ,New York NY
2017-10-01,68,NY,New York ,New York NY
2017-11-01,63,NY,New York ,New York NY
2017-12-01,63,NY,New York ,New York NY
2018-01-01,76,NY,New York ,New York NY
2018-02-01,73,NY,New York ,New York NY
2018-03-01,76,NY,New York ,New York NY
2018-04-01,75,NY,New York ,New York NY
2018-05-01,74,NY,New York ,New York NY
2018-06-01,74,NY,New York ,New York NY
2018-07-01,83,NY,New York ,New York NY
2018-08-01,81,NY,New York ,New York NY
2018-09-01,75,NY,New York ,New York NY
2018-10-01,76,NY,New York ,New York NY
2018-11-01,68,NY,New York ,New York NY
2018-12-01,62,NY,New York ,New York NY
2019-01-01,74,NY,New York ,New York NY
2019-02-01,70,NY,New York ,New York NY
2019-03-01,75,NY,New York ,New York NY
2019-04-01,72,NY,New York ,New York NY
2019-05-01,72,NY,New York ,New York NY
2019-06-01,74,NY,New York ,New York NY
2019-07-01,76,NY,New York ,New York NY
2019-08-01,77,NY,New York ,New York NY
2019-09-01,71,NY,New York ,New York NY
2019-10-01,64,NY,New York ,New York NY
2019-11-01,61,NY,New York ,New York NY
2019-12-01,59,NY,New York ,New York NY
2020-01-01,69,NY,New York ,New York NY
2020-02-01,71,NY,New York ,New York NY
2020-03-01,54,NY,New York ,New York NY
2020-04-01,59,NY,New York ,New York NY
2020-05-01,68,NY,New York ,New York NY
2020-06-01,73,NY,New York ,New York NY
2020-07-01,80,NY,New York ,New York NY
2020-08-01,75,NY,New York ,New York NY
2020-09-01,67,NY,New York ,New York NY
2020-10-01,64,NY,New York ,New York NY
2020-11-01,60,NY,New York ,New York NY
2020-12-01,60,NY,New York ,New York NY
