date,apartment,State,DMA,Full
2016-11-01,55,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-12-01,49,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-01-01,59,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-02-01,63,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-03-01,64,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-04-01,56,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-05-01,64,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-06-01,71,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-07-01,67,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-08-01,70,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-09-01,58,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-10-01,60,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-11-01,45,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2017-12-01,45,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-01-01,59,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-02-01,71,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-03-01,64,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-04-01,73,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-05-01,65,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-06-01,79,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-07-01,69,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-08-01,77,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-09-01,61,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-10-01,65,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-11-01,63,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2018-12-01,54,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-01-01,71,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-02-01,68,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-03-01,68,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-04-01,68,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-05-01,69,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-06-01,70,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-07-01,73,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-08-01,66,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-09-01,62,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-10-01,61,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-11-01,61,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2019-12-01,57,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-01-01,66,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-02-01,77,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-03-01,51,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-04-01,57,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-05-01,74,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-06-01,72,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-07-01,80,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-08-01,71,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-09-01,66,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-10-01,69,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-11-01,58,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2020-12-01,62,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
