date,house for sale,State,DMA,Full
2017-02-01,34,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-03-01,45,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-04-01,58,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-05-01,49,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-06-01,65,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-07-01,51,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-08-01,48,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-09-01,46,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-10-01,40,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-11-01,31,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-12-01,36,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-01-01,43,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-02-01,42,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-03-01,47,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-04-01,57,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-05-01,56,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-06-01,57,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-07-01,67,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-08-01,55,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-09-01,46,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-10-01,43,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-11-01,38,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2018-12-01,36,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-01-01,41,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-02-01,38,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-03-01,49,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-04-01,55,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-05-01,58,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-06-01,50,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-07-01,66,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-08-01,74,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-09-01,52,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-10-01,38,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-11-01,26,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2019-12-01,35,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-01-01,49,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-02-01,44,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-03-01,35,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-04-01,38,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-05-01,55,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-06-01,60,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-07-01,69,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-08-01,63,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-09-01,57,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-10-01,48,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-11-01,44,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2020-12-01,44,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
