date,house for sale,State,DMA,Full
2015-06-01,65,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-07-01,63,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-08-01,61,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-09-01,60,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-10-01,61,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-11-01,54,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-12-01,56,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-01-01,77,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-02-01,74,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-03-01,68,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-04-01,74,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-05-01,82,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-06-01,80,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-07-01,71,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-08-01,68,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-09-01,79,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-10-01,74,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-11-01,68,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2016-12-01,69,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-01-01,86,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-02-01,82,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-03-01,83,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-04-01,83,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-05-01,78,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-06-01,85,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-07-01,84,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-08-01,68,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-09-01,62,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-10-01,71,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-11-01,66,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2017-12-01,75,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-01-01,78,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-02-01,83,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-03-01,80,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-04-01,89,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-05-01,83,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-06-01,84,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-07-01,90,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-08-01,78,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-09-01,80,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-10-01,72,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-11-01,71,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2018-12-01,64,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-01-01,78,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-02-01,87,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-03-01,83,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-04-01,88,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-05-01,87,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-06-01,94,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-07-01,89,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-08-01,84,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-09-01,76,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-10-01,74,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-11-01,75,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2019-12-01,67,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-01-01,84,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-02-01,84,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-03-01,71,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-04-01,76,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-05-01,100,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-06-01,94,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-07-01,97,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-08-01,95,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-09-01,91,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-10-01,85,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-11-01,74,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2020-12-01,71,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
